Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
30-SEP-2025|AADI|EQUITY|7786891760|7450|90219226|5086613662|16382427|41|1890905937|74468233|22724922|2223009|97775|7183635232|1150700|158696754|48686680|180226810|3466505|120430288|34114198|0|56484593|603256528
30-SEP-2025|AALI|EQUITY|1924688333|8175|64223816|33795824|5301495|49700|157357351|2463333|566006|3759512|4747227|272264264|1098600|11495522|22435567|15172972|1163052|32769166|25805908|190500|8401542|118532829
30-SEP-2025|ABBA|EQUITY|3935892857|52|0|2360294205|0|0|1072834589|0|358|71|0|3433129223|0|1320400|0|41020085|652700|0|1533900|0|0|44527085
30-SEP-2025|ABDA|EQUITY|620806680|2970|0|40248|0|98|431282|0|7500|498584|20|977732|538555304|21728234|0|28003600|400|0|4400|0|30499400|618791338
30-SEP-2025|ABMM|EQUITY|2753165000|2900|1820300|1482647333|86000|0|422110100|320000|1351067|0|0|1908334800|0|804566279|3659489|4137232|123700|21536212|4362309|0|6444979|844830200
30-SEP-2025|ACES|EQUITY|17120389700|430|460122400|10777668500|123379100|6200000|1849087791|289812184|18348789|15580914|13637300|13553836978|6591200|402091968|199445317|574002822|6217200|1116847864|175601561|0|1085654790|3566452722
30-SEP-2025|ACRO|EQUITY|3469197806|84|0|1778900|0|0|3321295237|0|69|0|0|3323074206|0|0|0|1840300|144178000|0|105300|0|0|146123600
30-SEP-2025|ACST|EQUITY|17675160000|132|0|16206606435|7700|0|1458658120|0|1151|0|80|17665273486|0|140|0|3945644|4087435|0|1837295|0|16000|9886514
30-SEP-2025|ADCP|EQUITY|22222222200|59|0|449103600|1200000|0|1589830900|0|7347900|400|170563000|2218045800|0|0|0|154300|3808100|0|214000|0|0|4176400
30-SEP-2025|ADES|EQUITY|589896800|13450|0|2557200|0|350|42467377|10000|471|0|0|45035398|0|539011710|60300|4126664|113200|111500|382600|0|316000|544121974
30-SEP-2025|ADHI|EQUITY|8407608979|280|19423679|322763973|64002920|3000000|2261342111|970509|192316175|15793469|1655147|2881267983|0|2669207|440400|32161380|22129246|21784183|30519505|0|7853283|117557204
30-SEP-2025|ADMF|EQUITY|100000000000|8925|4415800|564900|106600|930435600|45086200|8251300|190015|0|0|989050415|14988|211831|585239|312318|746700|790212|4557297|8600|3622400|10849585
30-SEP-2025|ADMG|EQUITY|3889179559|142|1030000|1399506693|2290400|0|502026187|83|450027|0|0|1905303390|0|18062|0|5990428|2632300|0|5907196|0|1925414417|1939962403
30-SEP-2025|ADMR|EQUITY|40882331500|1050|425806100|35987225591|94881000|0|2240305475|297836862|3877280|30585300|1303000|39081820608|42298543|1128789891|59838230|98889835|3649800|178465002|90656791|0|197922800|1800510892
30-SEP-2025|ADRO|EQUITY|29389689400|1690|433899332|16195610869|89967968|261300|8650257885|315288570|60877475|10226300|5458227|25761847926|14238600|674876847|432505045|489102440|12665342|1287622406|221045972|34080662|461704160|3627841474
30-SEP-2025|AEGS|EQUITY|1006080721|52|0|19000|0|0|393297721|0|0|0|0|393316721|0|0|0|79600|1090700|0|5593700|0|0|6764000
30-SEP-2025|AGAR|EQUITY|1000000000|238|0|798985100|0|0|200727800|0|0|0|0|999712900|0|200|0|48500|25200|0|213200|0|0|287100
30-SEP-2025|AGII|EQUITY|3066660000|805|856300|1020071229|202000|0|161546991|22925500|6828000|696500|0|1213126520|0|996157180|0|8363400|5873500|2417800|9378600|0|200000|1022390480
30-SEP-2025|AGRO|EQUITY|24740494294|240|0|124577290|612175003|21304303186|2332527795|49021202|16250762|1794948|1083971|24441734157|0|180|0|23608252|12102437|0|6032367|0|0|41743236
30-SEP-2025|AGRS|EQUITY|47864384874|77|0|428208672|0|0|1661718129|0|1414728402|31|1710700|3506365934|0|216001|0|3307514|29906298|33091400|1808342|0|4701453340|4769782895
30-SEP-2025|AHAP|EQUITY|4900000000|82|3066343009|139266481|0|0|1452247844|0|55197|66|0|4657912597|64086000|55|0|2448641|171211849|0|0|0|0|237746545
30-SEP-2025|AIMS|EQUITY|220000000|396|0|140554642|0|0|79264658|0|18000|0|0|219837300|0|0|0|200|2100|0|10400|0|0|12700
