Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
29-AUG-2025|AADI|EQUITY|7786891760|6975|100907007|5092061319|16711327|41|1857341473|72475633|20830760|2389209|118575|7162835344|1150700|157860148|43345307|211873158|3866280|110992388|36230514|0|58737921|624056416
29-AUG-2025|AALI|EQUITY|1924688333|7425|63654416|34109724|5785136|49700|170539058|2466433|59678|3655512|4747227|285066884|678200|8729724|19080567|10688250|1220952|31705166|25513108|190500|7923742|105730209
29-AUG-2025|ABBA|EQUITY|3935892857|43|0|2360234205|0|0|1072894489|0|458|71|0|3433129223|0|1320400|0|41020085|652700|0|1533900|0|0|44527085
29-AUG-2025|ABDA|EQUITY|620806680|3400|0|40248|0|98|430582|0|7500|499284|20|977732|538555304|21728234|0|28003600|400|0|4400|0|30499400|618791338
29-AUG-2025|ABMM|EQUITY|2753165000|2970|1595200|1482559333|86000|0|422521600|320000|1144067|0|0|1908226200|0|804566279|3659489|4274132|123700|21700112|4170109|0|6444979|844938800
29-AUG-2025|ACES|EQUITY|17120389700|466|569010000|10764603200|122641611|6200000|1622951791|310610926|6157555|15775914|13137300|13431088297|6247400|420103510|197061684|622872176|5516600|1127434978|153452107|0|1156512948|3689201403
29-AUG-2025|ACRO|EQUITY|3469195932|89|0|1878900|0|0|3319481830|0|102|0|0|3321360832|0|0|0|3055000|144674800|0|105300|0|0|147835100
29-AUG-2025|ACST|EQUITY|17675160000|145|0|16206081435|7700|0|1459275614|0|1057|0|80|17665365886|0|140|0|4503244|4087435|0|1187295|0|16000|9794114
29-AUG-2025|ADCP|EQUITY|22222222200|63|0|449766300|1200000|0|1595108400|0|1558700|400|170563000|2218196800|0|0|0|165000|3646400|0|214000|0|0|4025400
29-AUG-2025|ADES|EQUITY|589896800|13725|0|2556600|0|350|42439377|0|471|0|0|44996798|0|539011710|60300|4168664|113100|111500|379300|0|316000|544160574
29-AUG-2025|ADHI|EQUITY|8407608979|290|20158679|295217273|64131520|3000000|2305331511|1720509|191652012|15793469|1655147|2898660120|0|5292125|440400|23452263|22012446|21197445|23169405|0|4600983|100165067
29-AUG-2025|ADMF|EQUITY|1000000000|9050|4432200|559900|106600|920700000|45036600|8306300|190015|0|0|979331615|14988|211831|585239|10061318|746500|760212|4557297|8600|3622400|20568385
29-AUG-2025|ADMG|EQUITY|3889179559|155|1030000|1399506693|2290400|0|502351887|83|450027|0|0|1905629090|0|18062|0|5664728|2632300|0|5907196|0|1925414417|1939636703
29-AUG-2025|ADMR|EQUITY|40882331500|1020|434194600|35979038391|92734300|0|2147818975|298638357|2711342|30189500|1303000|38986628465|42298543|1142087934|59586930|92613235|3831500|173372002|90817291|0|291095600|1895703035
29-AUG-2025|ADRO|EQUITY|29389689400|1770|433831732|16188694541|90750668|160700|8237227913|317011560|39674276|8382000|4526927|25320260317|14238600|715118213|524485981|612721836|13287042|1351682825|271477841|42001792|524414953|4069429083
29-AUG-2025|AEGS|EQUITY|1006080721|53|0|19000|0|0|398256721|0|0|0|0|398275721|0|0|0|0|1096900|0|708100|0|0|1805000
29-AUG-2025|AGAR|EQUITY|1000000000|250|0|798985100|0|0|200736100|0|0|0|0|999721200|0|200|0|40200|25200|0|213200|0|0|278800
29-AUG-2025|AGII|EQUITY|3066660000|880|3072300|1020658729|1448000|0|148378791|25205500|60|696500|0|1199459880|0|995264620|17590200|4761100|7554800|1307800|9378600|0|200000|1036057120
29-AUG-2025|AGRO|EQUITY|24740494294|244|0|122417290|612175003|21304303186|2349073813|48968922|15049424|1794948|1083971|24454866557|0|149880|0|14465952|12189937|44400|1110667|0|650000|28610836
29-AUG-2025|AGRS|EQUITY|47864384874|85|0|427008372|0|0|1663320972|0|1414728359|31|1710700|3506768434|0|1|0|3141014|29886298|33091400|1808342|0|4701453340|4769380395
29-AUG-2025|AHAP|EQUITY|4900000000|83|3066343009|139266481|0|0|1454509544|0|55197|66|0|4660174297|64086000|43355|0|143641|171211849|0|0|0|0|235484845
29-AUG-2025|AIMS|EQUITY|220000000|322|0|140910042|0|0|78906958|0|18000|0|0|219835000|0|0|0|300|4300|0|10400|0|0|15000
29-AUG-2025|AISA|EQUITY|9311800000|125|169620581|6970696706|4350400|0|1630957724|4196502|20530867|100|8794665|8809147545|0|320221502|1927300|162035812|7348725|0|10261116|0|230500|502024955
29-AUG-2025|AKKU|EQUITY|6449463636|27|0|5519566100|0|0|635461536|0|664400|6900|0|6155698936|0|206534000|0|100|800200|0|2040400|0|84390000|293764700
29-AUG-2025|AKPI|EQUITY|612248000|575|4000|146234773|0|2|100890804|17500|2122|0|0|247149201|0|33|34|11101|3|0|94400|0|10267|115838
29-AUG-2025|AKRA|EQUITY|20073474600|1225|797928100|3449066600|165761400|5000000|962099235|535821584|5864052|20911525|32800|5942485296|39973100|148142816|948537907|432889904|9415700|1570339381|176551132|8667000|1084843264|4419360204
29-AUG-2025|AKSI|EQUITY|720000000|262|0|6645844|0|0|50284256|0|0|0|0|56930100|0|0|0|551100|57000|0|300|0|0|608400
29-AUG-2025|ALDO|EQUITY|2700713744|496|0|1970080132|0|0|730560586|0|82|0|0|2700640800|0|12|0|71732|1200|0|0|0|0|72944
29-AUG-2025|ALII|EQUITY|15825800000|555|0|126959800|0|0|487759360|0|0|0|0|614719160|0|6865507000|0|16199300|388885500|2735111940|3377100|0|0|10009080840
