Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
30-JUN-2025|AADI|EQUITY|7786891760|6750|101418388|5031202019|18535829|41|1769740283|96414416|23749616|2470231|275|7043531098|245200|155922101|18870144|345372419|3889107|84912389|36919856|0|97229446|743360662
30-JUN-2025|AALI|EQUITY|1924688333|5800|64139516|33313224|5911136|49700|174491459|2135933|676173|3672012|4747227|289136380|678200|8098338|19180859|9351638|1155152|30169568|24562052|190500|8274406|101660713
30-JUN-2025|ABBA|EQUITY|3935892857|37|0|2360180205|0|0|1074449564|0|359|71|0|3434630199|0|1320400|0|41020085|651700|0|33900|0|0|43026085
30-JUN-2025|ABDA|EQUITY|620806680|3400|0|40248|0|98|417482|0|7500|500384|20|965732|538567304|21728234|0|28003600|400|0|4400|0|30499400|618803338
30-JUN-2025|ABMM|EQUITY|2753165000|3030|1362400|1482583533|86000|0|424938800|280000|1066067|0|0|1910316800|0|804669179|3659489|3882732|107100|21771912|2340309|0|6417479|842848200
30-JUN-2025|ACES|EQUITY|17120389700|496|634315700|10726118200|128690511|300|1197908291|446720775|811367|16816414|6338900|13157720458|6247400|461901147|215015052|625636174|4884400|1216864964|155654456|0|1276365649|3962569242
30-JUN-2025|ACRO|EQUITY|3469185833|62|0|4700|0|0|3301909232|0|1|0|0|3301913933|0|0|0|1297300|165869300|0|105300|0|0|167271900
30-JUN-2025|ACST|EQUITY|17675160000|90|0|16196273835|7700|0|1464865214|0|1057|0|80|17661147886|0|140|0|8921244|3887435|0|1187295|0|16000|14012114
30-JUN-2025|ADCP|EQUITY|22222222200|50|0|447118900|1200000|0|1597405600|0|1558700|300|170563000|2217846500|0|0|0|515300|3646400|0|214000|0|0|4375700
30-JUN-2025|ADES|EQUITY|589896800|10825|0|2558300|0|350|42397577|0|371|0|0|44956598|0|539011710|161500|4106964|113800|111500|379300|0|316000|544200774
30-JUN-2025|ADHI|EQUITY|8407608979|236|21061679|260530173|64131520|3000000|2331102417|4178009|208785706|22225369|1655147|2916670020|0|9130925|440400|14235663|21058246|21212945|11476005|0|4600983|82155167
30-JUN-2025|ADMF|EQUITY|1000000000|8825|4432200|579400|106600|920700000|45131200|8343200|217715|0|0|979510315|14988|211831|588239|10011018|746500|620212|4565897|8600|3622400|20389685
30-JUN-2025|ADMG|EQUITY|3889179559|109|1030000|1399506693|2290400|0|503373387|83|450027|0|0|1906650590|0|18043|0|4643247|2632300|0|5907196|0|1925414417|1938615203
30-JUN-2025|ADMR|EQUITY|40882331500|1000|419726000|35979403591|99848600|0|2113892275|312557983|22348931|29081200|1258000|38978116580|42236143|1198252439|61659502|95530115|4109600|163268166|100376655|404800|238377500|1904214920
30-JUN-2025|ADRO|EQUITY|30758665900|1830|524992732|17245909693|90624568|295800|7746366461|401578301|34627745|7886200|1637627|26053919127|26537214|738439958|687154554|374029369|11838742|1622841106|236925835|44479592|962500403|4704746773
30-JUN-2025|AEGS|EQUITY|1006080721|31|0|19000|0|0|398916821|0|0|0|0|398935821|0|0|0|0|1144900|0|0|0|0|1144900
30-JUN-2025|AGAR|EQUITY|1000000000|234|0|798985100|0|0|200937100|0|0|0|0|999922200|0|200|0|21900|25200|0|30500|0|0|77800
30-JUN-2025|AGII|EQUITY|3066660000|970|6375500|1020540029|3048300|0|135726591|28604200|60|897000|0|1195191680|0|995669720|23566100|4305400|6563500|642000|9378600|0|200000|1040325320
30-JUN-2025|AGRO|EQUITY|24740494294|202|0|120559883|612189003|21304303186|2349511939|52165650|119960|1794865|1083971|24441728457|0|29580|0|26961152|11931837|44400|2781967|0|0|41748936
30-JUN-2025|AGRS|EQUITY|47864384874|65|0|427787072|0|0|1660363872|0|1414728359|31|1709600|3504588934|0|1|0|5023514|29700398|33091400|2291242|0|4701453340|4771559895
30-JUN-2025|AHAP|EQUITY|4900000000|67|3066343009|171395981|0|0|1420711059|0|55182|66|0|4658505297|64086000|55|0|2055941|171011849|0|0|0|0|237153845
30-JUN-2025|AIMS|EQUITY|220000000|320|0|159320242|0|0|60457958|0|18000|0|0|219796200|0|0|0|30300|2000|0|21500|0|0|53800
30-JUN-2025|AISA|EQUITY|9311800000|140|169620581|6968797372|4350400|0|1626937708|5175623|20530696|100|8794665|8804207145|0|321475702|1927300|165781712|7676225|0|9873916|0|230500|506965355
30-JUN-2025|AKKU|EQUITY|6449463636|27|0|5519566100|0|0|635461536|0|664400|6900|0|6155698936|0|206534000|0|100|800200|0|2040400|0|84390000|293764700
30-JUN-2025|AKPI|EQUITY|612248000|600|4000|146241873|0|2|100850804|17500|2122|0|0|247116301|0|33|34|37901|3|0|100500|0|10267|148738
30-JUN-2025|AKRA|EQUITY|20073474600|1160|871723800|3495398300|152844700|5000000|921862535|537913180|4067028|19857625|443800|6009110968|45483700|157777416|972633124|364327004|9672100|1523135181|164374127|19474700|1095857180|4352734532
30-JUN-2025|AKSI|EQUITY|720000000|270|0|6645844|0|0|50478356|0|0|0|0|57124200|0|0|0|362400|51600|0|300|0|0|414300
30-JUN-2025|ALDO|EQUITY|2700713744|498|0|1976771232|0|0|723860586|0|82|0|0|2700631900|0|12|0|80632|1200|0|0|0|0|81844
30-JUN-2025|ALII|EQUITY|15825800000|620|0|126364800|0|0|489795460|0|0|0|0|616160260|0|6865652000|0|24882100|411121700|2701953140|4030800|0|0|10007639740
30-JUN-2025|ALKA|EQUITY|507665055|296|0|14390500|0|77500|48180805|0|21200|0|0|62670005|0|0|0|260100|2631923|1190200|100|0|0|4082323
30-JUN-2025|ALMI|EQUITY|3816000000|74|0|97045340|0|0|47006400|0|303000|0|0|144354740|0|0|0|32818700|725800|0|1604500|0|0|35149000
30-JUN-2025|ALTO|EQUITY|2191870558|18|0|1371844916|0|0|577065024|0|229039618|0|0|2177949558|0|0|0|7560100|11000|0|6098400|0|0|13669500
30-JUN-2025|AMAG|EQUITY|5001552516|366|49799700|191751821|210019533|388000000|37005496|0|23887500|0|0|900464050|0|5548600|0|4983600|7759300|3352200|65029600|0|13106000|99779300
30-JUN-2025|AMAN|EQUITY|3873500000|101|0|109500|0|0|581963500|0|0|0|0|582073000|0|1645800|0|1280000|1000|0|200|0|0|2927000
30-JUN-2025|AMAR|EQUITY|18381094760|158|0|54530772|0|367421455|431512232|0|492|116|0|853465067|0|16082094365|0|1201353004|385803|28813626|30350620|0|821275|17343818693
30-JUN-2025|AMFG|EQUITY|434000000|3610|23500|13611282|0|0|34189460|32000|35076|0|0|47891318|114800|21576583|191300|1043140|111000|1735400|12581659|76900|217400|37648182
30-JUN-2025|AMIN|EQUITY|1080000000|160|0|0|0|0|66828500|0|0|0|0|66828500|0|17466100|0|6107600|246704000|0|192800|0|11901000|282371500
30-JUN-2025|AMMN|EQUITY|72518217656|8450|148156700|60561808615|6584500|0|1656390351|51177893|1897816|320200|0|62426336075|45345291|5294512895|307955172|707827415|161489800|1005746812|373288445|2769900|2192945851|10091881581
30-JUN-2025|AMMS|EQUITY|1200996237|98|0|961400000|0|0|235285820|0|179|138|0|1196686137|0|500000|0|100|1123200|0|486800|0|0|2110100
30-JUN-2025|AMOR|EQUITY|2222222400|525|29651400|352401900|0|0|428799100|0|13025900|0|0|823878300|10730454|0|0|50461700|1069700|1088100|154300|0|719846|64224100
30-JUN-2025|AMRT|EQUITY|41524501700|2390|495544300|16219904334|55795400|0|3528719190|628349628|159166|7085900|0|20935557918|130073299|4435821024|1765612371|694284040|2017900|4726577329|427519223|10783600|2043319596|14236008382
30-JUN-2025|ANDI|EQUITY|9350000000|17|19879697|804489911|1438400|0|2350125534|1249531268|266811557|110800|0|4692387167|0|0|0|5100|2555933|0|5021800|0|0|7582833
30-JUN-2025|ANJT|EQUITY|3354175000|1720|0|83035416|0|0|193235259|900100|190000|0|0|277360775|0|3060658088|273000|13561200|305437|920200|1096300|0|0|3076814225
30-JUN-2025|ANTM|EQUITY|24030764725|3040|807911015|59202478|79318008|3500012|1791408627|495615710|14284465|9036151|543767|3260820233|117437100|275672595|977224414|1351669944|10668698|1315200313|231147831|24548100|808217764|5111786759
30-JUN-2025|APEX|EQUITY|3546466661|118|0|1288997954|0|0|503695801|0|61547951|0|0|1854241706|0|505413924|0|72173930|14421267|0|771754087|0|250748075|1614511283
30-JUN-2025|APIC|EQUITY|11766313488|1130|277193900|8597960754|86328700|0|452307726|345784975|576902146|13350000|0|10349828201|6068800|259193763|80142000|395925577|250|76260776|3509200|0|595384921|1416485287
30-JUN-2025|APII|EQUITY|1075760000|171|0|1836800|0|0|55646600|0|0|0|0|57483400|0|295400|0|2310200|36762300|0|34664700|0|143096000|217128600
30-JUN-2025|APLI|EQUITY|1362671400|500|0|216741400|0|0|545119000|0|165000|0|0|762025400|0|0|0|1000|85000|0|459000|0|0|545000
30-JUN-2025|APLN|EQUITY|22699326779|90|5283600|9320539198|1750000|0|3173744016|10870000|169627108|700000|390000|12682903922|0|839691|0|294049805|3431300|12439500|4069061|0|7813500|322642857
30-JUN-2025|APOL|EQUITY|16452282461|0|0|649059480|1400000|0|775543951|0|91097520|14088335|575800|1531765086|0|2653784186|0|1180647657|8159700|13668011|1410334020|0|71420000|5338013574
30-JUN-2025|ARCI|EQUITY|24835000000|560|56320800|22934263317|308200|0|772166083|16159900|715671968|0|0|24494890268|0|1537590|0|282658900|6030100|5392900|600042|0|43890200|340109732
30-JUN-2025|AREA|EQUITY|2539601000|438|0|316728600|0|0|182505000|0|100|0|4000|499237700|0|108900|0|4246200|6294200|0|113000|0|0|10762300
30-JUN-2025|ARGO|EQUITY|3174339029|620|45000|661533814|0|0|1121950|0|70100|0|0|662770864|0|280|0|5384520|11350|0|0|0|0|5396150
30-JUN-2025|ARII|EQUITY|3431000000|276|117981800|1530803200|62900|0|522783900|157468500|0|0|0|2329100300|0|312864100|0|217022400|2149300|0|23500|0|76134900|608194200
30-JUN-2025|ARKA|EQUITY|2000000000|20|0|793944000|0|0|1200162700|0|0|0|0|1994106700|0|250100|0|100|3314800|0|1078300|0|0|4643300
30-JUN-2025|ARKO|EQUITY|2928495000|800|0|2432693993|0|0|169832400|30500000|0|0|0|2633026393|0|295038107|0|129300|295000|0|6200|0|0|295468607
30-JUN-2025|ARMY|EQUITY|9006250000|50|1238776123|2948054381|8219655|291717076|1761998792|1100332765|382898345|2541349|526952595|8261491081|0|488927400|0|31551200|1329019|2532000|4800|0|0|524344419
30-JUN-2025|ARNA|EQUITY|7341430976|600|306868697|1356783576|31258800|0|3417103841|77358900|1038578|0|0|5190412392|0|240106060|149568900|521037928|14375328|921882129|10900108|37045000|256103131|2151018584
30-JUN-2025|ARTA|EQUITY|446674175|1935|0|42627300|0|0|377310325|0|0|0|0|419937625|0|20000000|0|350|499500|0|6236700|0|0|26736550
30-JUN-2025|ARTI|EQUITY|7840000000|2|74373974|2650331886|739500000|0|3800791750|505451300|1164890|10000|23750000|7795373800|0|0|0|100|14241400|0|8340700|0|20669000|43251200
